Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.2 16V,Z12 XE,1199,55,75,10/00 → 05/05
1.2 16V,X12 XE,1199,48,65,05/98 → 12/00
1.4,X14 SZ,1389,44,60,05/98 → 05/05
1.4 16V,"X 14 XE, Z 14 XE",1389,60,82,05/98 → 05/05
1.4 16V Dualfuel,"X 14 XE, Z 14 XE",1389,66,90,09/99 → 06/03
1.6,Z16 SE,1598,62,85,10/00 → 05/05
1.6,X16 SZR,1598,55,75,05/98 → 12/00
1.6 16V,"X16 XEL, Z16 XE",1598,74,101,05/98 → 10/05
1.6 16V,Z 16 XEP,1598,76,103,03/03 → 10/05
1.6 CNG,Z 16 YNG,1598,71,97,09/02 → 10/05
1.6 LPG,X 16 SZR,1598,55,75,02/98 → 01/05
1.6 LPG,Z 16 SE,1598,62,85,03/98 → 04/05
1.7 CDTI,Z 17 DTL,1686,59,80,02/03 → 05/05
1.7 DTI 16V,Y17 DT/DITE (Eco4),1686,55,75,02/00 → 08/06
1.7 TD,X17 DTL,1700,50,68,05/98 → 08/00
1.8 16V,Z18 XE,1796,92,125,10/00 → 10/05
2.0 16V,X20 XEV,1998,100,136,05/98 → 12/00
2.0 16V OPC,X 20 XER,1998,118,160,11/99 → 07/01
2.0 16V OPC,Z20LET/ZET,1998,147,200,11/02 → 07/06
2.0 16V OPC,Z20 LET,1998,141,192,03/02 → 10/05
2.0 16V Turbo,Z20 LET,1998,140,190,03/00 → 08/05
2.0 D/TD 16V,"X20 DTL, Y 20 DTL",1995,60,82,05/98 → 05/05
2.0 DTI 16V,"X 20 DTH, Y 20 DTH",1995,74,101,08/99 → 05/05
2.2 16V,Z22 SE,2200,108,147,03/00 → 10/05
2.2 DTI 16V,Y22 DTR,2171,92,125,09/02 → 05/05
