Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.0 EcoBoost PHEV,,998,92,125,09/19 →
2.0 EcoBlue,,1996,81,110,01/23 →
2.0 EcoBlue,,1996,100,136,01/23 →
2.0 EcoBlue,,1995,110,150,01/22 →
2.0 EcoBlue,"YNF6, YNFA, YNFB, YNFS",1995,125,170,02/16 →
2.0 EcoBlue 4x4,,1995,125,170,01/17 →
2.0 EcoBlue mHEV,,1995,77,105,05/19 →
2.0 EcoBlue mHEV,,1995,96,130,05/19 →
2.0 EcoBlue mHEV,,1995,110,150,01/22 →
2.0 EcoBlue mHEV,,1995,125,170,05/19 →
2.0 EcoBlue mHEV,,1995,136,185,05/19 →
2.0 TDCi EcoBlue,,1995,77,105,02/16 →
2.0 TDCi EcoBlue,"YMF6, YMFA, YMFB, YMFS",1995,96,130,12/15 →
2.0 TDCi EcoBlue,,1995,136,185,05/19 →
2.0 TDCi EcoBlue 4x4,,1995,96,130,01/17 →
2.2 TDCi,,2198,74,100,09/12 → 12/15
2.2 TDCi,,2198,92,125,09/12 → 12/15
2.2 TDCi,,2198,103,140,09/12 →
2.2 TDCi,,2198,114,155,09/12 → 04/18
