Tipo de Modelo,Código do motor,ccm,kW,CV,Ano de fabricação
1.6D Drive,D 4164 T,1560,80,109,04/09 →
2.0 D3,,1984,100,136,04/12 → 12/15
2.0 D3,D 4204 T4,1969,110,150,03/15 → 04/17
2.0 D4,D 5204 T2/T3,1984,120,163,05/10 → 12/14
2.0 D4,D 4204 T5,1969,133,181,11/13 → 12/15
2.0 D4,D 4204 T14,1969,140,190,03/15 → 02/17
2.0 T,B 4204 T6,1999,149,203,05/10 → 12/12
2.0 T5,B 4204 T7,1999,177,241,11/10 → 02/17
2.0 T5,B 4204 T11,1969,180,245,11/13 → 02/17
2.0 T6,B 4204 T9,1969,225,306,11/13 → 12/17
2.4 D,"D 5244 T5, D 5244 T16/T17",2400,120,163,10/08 → 02/17
2.4 D,D 5244 T14,2400,129,175,04/09 → 05/10
2.4 D4,D 5244 T12,2400,133,181,11/13 → 12/15
2.4 D4,D 5244 T21,2400,140,190,03/15 → 02/17
2.4 D5,D 5244 T4,2400,136,185,10/08 → 03/09
2.4 D5,D 5244 T10,2400,151,205,04/09 → 06/11
2.4 D5,D 5244 T11,2400,158,215,06/11 → 02/17
2.4 D5,"D 5244 T20, D 5244 T22",2400,162,220,03/15 → 02/17
2.4 D5,D 5244 T23,2400,169,230,04/14 → 12/15
2.5 T5,B 5254 T12,2497,187,254,04/14 → 02/17
3.0 T6,B 6304 T2,2953,210,285,10/08 → 04/10
3.0 T6,B 6304 T4,2953,224,304,05/10 → 02/17
3.0 T6,B 6304 T3,2953,242,329,02/14 → 12/15
3.2,B 6324 S,3192,175,238,07/09 → 04/10
3.2 AWD,B 6324 S5,3192,179,243,05/10 → 12/15
